id,municipio,departamento
15244,El Cocuy,Boyacá
15377,Labranzagrande,Boyacá
15380,La Capilla,Boyacá
15518,Pajarito,Boyacá
15533,Paya,Boyacá
15660,San Eduardo,Boyacá
15664,San José de Pare,Boyacá
15696,Santa Sofía,Boyacá
15740,Siachoque,Boyacá
15776,Sutamarchán,Boyacá
15808,Tinjacá,Boyacá
17000,Caldas,Caldas
17444,Marquetalia,Caldas
17446,Marulanda,Caldas
17513,Pácora,Caldas
17541,Pensilvania,Caldas
18000,Caquetá,Caquetá
18094,Belén de Los Andaquíes,Caquetá
18150,Cartagena del Chairá,Caquetá
18205,Curillo,Caquetá
18460,Milán,Caquetá
18785,Solita,Caquetá
18860,Valparaíso,Caquetá
19000,Cauca,Cauca
19290,Florencia,Cauca
19364,Jambaló,Cauca
19513,Padilla,Cauca
19548,Piendamó,Cauca
19693,San Sebastián,Cauca
19743,Silvia,Cauca
20000,Cesar,Cesar
20310,González,Cesar
20570,Pueblo Bello,Cesar
23000,Córdoba,Córdoba
23090,Canalete,Córdoba
23162,Cereté,Córdoba
23168,Chimá,Córdoba
23182,Chinú,Córdoba
23300,Cotorra,Córdoba
23464,Momil,Córdoba
23500,Moñitos,Córdoba
23570,Pueblo Nuevo,Córdoba
23586,Purísima,Córdoba
23660,Sahagún,Córdoba
23670,San Andrés Sotavento,Córdoba
23675,San Bernardo del Viento,Córdoba
23815,Tuchín,Córdoba
25000,Cundinamarca,Cundinamarca
25040,Anolaima,Cundinamarca
25095,Bituima,Cundinamarca
25120,Cabrera,Cundinamarca
25123,Cachipay,Cundinamarca
25269,Facatativá,Cundinamarca
25279,Fómeque,Cundinamarca
25286,Funza,Cundinamarca
25288,Fúquene,Cundinamarca
25299,Gama,Cundinamarca
25386,La Mesa,Cundinamarca
25394,La Palma,Cundinamarca
25398,La Peña,Cundinamarca
25489,Nimaima,Cundinamarca
25491,Nocaima,Cundinamarca
25506,Venecia,Cundinamarca
25596,Quipile,Cundinamarca
25777,Supatá,Cundinamarca
25797,Tena,Cundinamarca
25799,Tenjo,Cundinamarca
25862,Vergara,Cundinamarca
25871,Villagómez,Cundinamarca
25878,Viotá,Cundinamarca
25898,Zipacón,Cundinamarca
27000,Chocó,Chocó
27075,Bahía Solano,Chocó
27150,Carmen del Darién,Chocó
27250,El Litoral del San Juan,Chocó
27372,Juradó,Chocó
27495,Nuquí,Chocó
41000,Huila,Huila
41006,Acevedo,Huila
41020,Algeciras,Huila
41206,Colombia,Huila
41319,Guadalupe,Huila
41378,La Argentina,Huila
41530,Palestina,Huila
41548,Pital,Huila
41660,Saladoblanco,Huila
41872,Villavieja,Huila
44000,La Guajira,La Guajira
44420,La Jagua del Pilar,La Guajira
44855,Urumita,La Guajira
47000,Magdalena,Magdalena
47161,Cerro San Antonio,Magdalena
47170,Chibolo,Magdalena
47205,Concordia,Magdalena
47258,El Piñón,Magdalena
47268,El Retén,Magdalena
47288,Fundación,Magdalena
47460,Nueva Granada,Magdalena
47541,Pedraza,Magdalena
47545,Pijiño del Carmen,Magdalena
47551,Pivijay,Magdalena
47570,Puebloviejo,Magdalena
47605,Remolino,Magdalena
47660,Sabanas de San Ángel,Magdalena
47675,Salamina,Magdalena
47692,San Sebastián de Buenavista,Magdalena
47703,San Zenón,Magdalena
47720,Santa Bárbara de Pinto,Magdalena
47745,Sitionuevo,Magdalena
47960,Zapayán,Magdalena
50000,Meta,Meta
50400,Lejanías,Meta
50686,San Juanito,Meta
52000,Nariño,Nariño
52019,Albán,Nariño
52022,Aldana,Nariño
52036,Ancuyá,Nariño
52083,Belén,Nariño
52215,Córdoba,Nariño
52227,Cumbal,Nariño
52240,Chachagüí,Nariño
52256,El Rosario,Nariño
52260,El Tambo,Nariño
52317,Guachucal,Nariño
52320,Guaitarilla,Nariño
52323,Gualmatán,Nariño
52378,La Cruz,Nariño
52381,La Florida,Nariño
52390,La Tola,Nariño
52405,Leiva,Nariño
52411,Linares,Nariño
52473,Mosquera,Nariño
52490,Olaya Herrera,Nariño
52520,Francisco Pizarro,Nariño
52565,Providencia,Nariño
52612,Ricaurte,Nariño
52685,San Bernardo,Nariño
52786,Taminango,Nariño
52788,Tangua,Nariño
54000,Norte de Santander,Norte de Santander
54128,Cachirá,Norte de Santander
54223,Cucutilla,Norte de Santander
54245,El Carmen,Norte de Santander
54250,El Tarra,Norte de Santander
54313,Gramalote,Norte de Santander
54344,Hacarí,Norte de Santander
54398,La Playa,Norte de Santander
54418,Lourdes,Norte de Santander
54553,Puerto Santander,Norte de Santander
54599,Ragonvalia,Norte de Santander
54670,San Calixto,Norte de Santander
54743,Silos,Norte de Santander
54800,Teorama,Norte de Santander
54871,Villa Caro,Norte de Santander
63000,Quindío,Quindío
63190,Circasia,Quindío
66000,Risaralda,Risaralda
66170,Dosquebradas,Risaralda
66383,La Celia,Risaralda
68000,Santander,Santander
68077,Barbosa,Santander
68152,Carcasí,Santander
68162,Cerrito,Santander
68176,Chima,Santander
68209,Confines,Santander
68245,El Guacamayo,Santander
68250,El Peñón,Santander
68264,Encino,Santander
68271,Florián,Santander
68296,Galán,Santander
68322,Guapotá,Santander
68327,Güepsa,Santander
68344,Hato,Santander
68368,Jesús María,Santander
68370,Jordán,Santander
68502,Onzaga,Santander
68522,Palmar,Santander
68524,Palmas del Socorro,Santander
68572,Puente Nacional,Santander
68573,Puerto Parra,Santander
68673,San Benito,Santander
68682,San Joaquín,Santander
68720,Santa Helena del Opón,Santander
68745,Simacota,Santander
68770,Suaita,Santander
70000,Sucre,Sucre
70110,Buenavista,Sucre
70204,Colosó,Sucre
70221,Coveñas,Sucre
70230,Chalán,Sucre
70233,El Roble,Sucre
70235,Galeras,Sucre
70400,La Unión,Sucre
70418,Los Palmitos,Sucre
70429,Majagual,Sucre
70523,Palmito,Sucre
70670,Sampués,Sucre
70702,San Juan de Betulia,Sucre
70717,San Pedro,Sucre
70742,San Luis de Sincé,Sucre
73000,Tolima,Tolima
73024,Alpujarra,Tolima
73226,Cunday,Tolima
73236,Dolores,Tolima
73347,Herveo,Tolima
73483,Natagaima,Tolima
73555,Planadas,Tolima
73563,Prado,Tolima
73616,Rioblanco,Tolima
73675,San Antonio,Tolima
73870,Villahermosa,Tolima
76000,Valle del Cauca,Valle del Cauca
76020,Alcalá,Valle del Cauca
76054,Argelia,Valle del Cauca
76246,El Cairo,Valle del Cauca
76377,La Cumbre,Valle del Cauca
76670,San Pedro,Valle del Cauca
76823,Toro,Valle del Cauca
76845,Ulloa,Valle del Cauca
76863,Versalles,Valle del Cauca
81000,Arauca,Arauca
81300,Fortul,Arauca
81591,Puerto Rondón,Arauca
85000,Casanare,Casanare
85015,Chámeza,Casanare
85136,La Salina,Casanare
85315,Sácama,Casanare
85325,San Luis de Palenque,Casanare
85400,Támara,Casanare
86000,Putumayo,Putumayo
88000,San Andrés y Providencia,San Andrés y Providencia
88564,Providencia,San Andrés y Providencia
91000,Amazonas,Amazonas
91540,Puerto Nariño,Amazonas
94000,Guainía,Guainía
95000,Guaviare,Guaviare
95015,Calamar,Guaviare
95200,Miraflores,Guaviare
97000,Vaupés,Vaupés
97161,Carurú,Vaupés
99000,Vichada,Vichada
